Voltage_V,Intensity_mW,Fabry-Perot_T_mW
2.7455,-3.82141687889292,-0.36786
2.736,-4.09622034633264,-0.36778
2.7265,-4.50896295343792,-0.36783
2.717,-3.86454426003344,-0.36789
2.7075,-4.11038971860278,-0.36792
2.698,-4.26970889069801,-0.368
2.6885,-4.71508805470113,-0.36804
2.679,-4.89415192277536,-0.36802
2.6695,-4.13280175707784,-0.36795
2.66,-4.35629118052411,-0.36783
2.6505,-4.66779738195903,-0.36785
2.641,-4.36702664022964,-0.36794
2.6315,-5.05746519910688,-0.368
2.622,-4.91086295449939,-0.36801
2.6125,-4.79016719776248,-0.36794
2.603,-4.92475396402583,-0.36782
2.5935,-6.00275282278651,-0.36782
2.584,-5.7731285255202,-0.36786
2.5745,-5.57290879551127,-0.36793
2.565,-6.32690731091498,-0.368
2.5555,-5.20277212760922,-0.36806
2.546,-6.31077695649412,-0.36782
2.5365,-6.37784173000395,-0.36783
2.527,-6.17992124428058,-0.36789
2.5175,-5.65038018854407,-0.3679
2.508,-6.40242099924048,-0.368
2.4985,-5.99305396559418,-0.36804
2.489,-5.79459792972146,-0.36805
2.4795,-5.99531774333873,-0.36802
2.47,-7.22815579027424,-0.36798
2.4605,-5.88849592484769,-0.36794
2.451,-6.24358535363737,-0.36785
2.4415,-5.96974211626786,-0.36783
2.432,-6.72548390626164,-0.36789
2.4225,-6.01627947514399,-0.36791
2.413,-7.67223419702731,-0.36799
2.4035,-6.45855015340643,-0.36802
2.394,-6.31947241307147,-0.36806
2.3845,-6.77121093870209,-0.36799
2.375,-7.09080696369735,-0.36796
2.3655,-6.46296106577437,-0.36789
2.356,-8.19788290948395,-0.36786
2.3465,-6.97747959311034,-0.36785
2.337,-6.94826133441412,-0.36787
2.3275,-6.53016859599343,-0.36793
2.318,-7.01110861915063,-0.36793
2.3085,-6.55479688773207,-0.36802
2.299,-7.46949662844748,-0.36806
2.2895,-7.98538240865106,-0.36804
2.28,-7.75285058758209,-0.36804
2.2705,-6.70711444169064,-0.36799
2.261,-6.70218576678962,-0.36796
2.2515,-8.08466435556285,-0.3679
2.242,-8.3422842627579,-0.36789
2.2325,-7.62251696825111,-0.36802
2.223,-6.78312909672164,-0.36803
2.2135,-8.19200450716898,-0.368
2.204,-7.22615832541678,-0.36797
2.1945,-7.12723265434984,-0.36791
2.185,-8.00642099864445,-0.3679
2.1755,-6.54679876794458,-0.3678
2.166,-6.60279149199835,-0.36779
2.1565,-7.79033665871693,-0.36775
2.147,-7.63161139416344,-0.36767
2.1375,-7.45170601449889,-0.36761
2.128,-7.81772905729245,-0.36775
2.1185,-7.73462866820928,-0.36762
2.109,-7.84065881836751,-0.36756
2.0995,-6.86447253150378,-0.36732
2.09,-7.58336549400882,-0.36689
2.0805,-7.2822376411762,-0.3668
2.071,-6.93102753846029,-0.36678
2.0615,-6.25700449414181,-0.36677
2.052,-7.52146457564545,-0.3666
2.0425,-6.65197728045211,-0.36635
2.033,-7.0823823297424,-0.36608
2.0235,-7.25553626086761,-0.3654
2.014,-6.06030063316322,-0.36451
2.0045,-6.04020916255472,-0.36276
1.995,-6.69859735871887,-0.36171
1.9855,-6.50959173309118,-0.36034
1.976,-7.11717309560961,-0.35872
1.9665,-6.87643822804498,-0.35738
1.957,-6.68567034857353,-0.3568
1.9475,-5.49643908182315,-0.35735
1.938,-5.44861798040641,-0.35665
1.9285,-5.39533345885562,-0.35687
1.919,-6.41518341969245,-0.35586
1.9095,-6.53729880206755,-0.35667
1.9,-6.04598800115152,-0.35779
1.8905,-5.1284695661605,-0.35797
1.881,-5.89805977119833,-0.35771
1.8715,-4.92317387405636,-0.35632
1.862,-4.83436937885792,-0.35295
1.8525,-5.45922574370091,-0.33832
1.843,-4.92350835237392,-0.00655
1.8335,-5.24164482213722,0.38051
1.824,-5.2760550289711,-0.06638
1.8145,-4.96428191107661,-0.34539
1.805,-5.05103044715744,-0.36294
1.7955,-4.33158954211971,-0.3657
1.786,-4.82396370019347,-0.3666
1.7765,-4.98658709834765,-0.36708
1.767,-4.74906166981164,-0.36725
1.7575,-3.76916054455503,-0.36735
1.748,-3.9812114497226,-0.36749
1.7385,-3.88124966141622,-0.36762
1.729,-4.09925946587323,-0.36778
1.7195,-3.90664553103821,-0.36785
1.71,-3.97875330154965,-0.36792
1.7005,-3.47504844307308,-0.36799
1.691,-3.22342719468218,-0.36791
1.6815,-3.01926139470446,-0.36789
1.672,-3.52187593200799,-0.36791
1.6625,-2.94188167648158,-0.36785
1.653,-3.00304492106835,-0.36782
1.6435,-3.03933855266427,-0.36789
1.634,-2.69245813380386,-0.36788
1.6245,-2.9040330297765,-0.36795
1.615,-2.69688451266021,-0.36803
1.6055,-2.37670029662541,-0.36809
1.596,-2.71574176145879,-0.36807
1.5865,-2.17739245688356,-0.36805
1.577,-2.21549601247076,-0.36805
1.5675,-2.10117144132669,-0.368
1.558,-2.18639070825994,-0.36796
1.5485,-1.86881783823378,-0.36794
1.539,-1.96327288112647,-0.36791
1.5295,-1.73020198662856,-0.36795
1.52,-1.66700343002693,-0.36799
1.5105,-1.90859468064348,-0.36808
1.501,-1.61441608934557,-0.36812
1.4915,-1.68368374928403,-0.36812
1.482,-1.75545711822834,-0.36811
1.4725,-1.47501831734827,-0.36806
1.463,-1.49287697411272,-0.36809
1.4535,-1.4505642427633,-0.36815
1.444,-1.27871067334696,-0.36813
1.4345,-1.28737937035443,-0.36812
1.425,-1.06204471368088,-0.36813
1.4155,-1.25216995998898,-0.36805
1.406,-0.982966995084064,-0.36803
1.3965,-0.964309310943356,-0.36793
1.387,-1.0555288228051,-0.36795
1.3775,-0.927570692524339,-0.36796
1.368,-0.947383221501755,-0.36802
1.3585,-0.812641849816701,-0.36811
1.349,-0.749181396846432,-0.36812
1.3395,-0.658494381519784,-0.36813
1.33,-0.73810506237201,-0.36814
1.3205,-0.6606933573199,-0.36809
1.311,-0.624661881154033,-0.36803
1.3015,-0.613919272543963,-0.36795
1.292,-0.498284443402981,-0.36797
1.2825,-0.503505346450558,-0.36797
1.273,-0.535199693425198,-0.36803
1.2635,-0.49018480521569,-0.36813
1.254,-0.395066068387196,-0.36816
1.2445,-0.374565488905265,-0.36817
1.235,-0.341958795155628,-0.36817
1.2255,-0.313744349027041,-0.36817
1.216,-0.333583382730733,-0.36809
1.2065,-0.329659189469569,-0.3681
1.197,-0.318505322483867,-0.36802
1.1875,-0.284785875262677,-0.368
1.178,-0.231994111403727,-0.36796
1.1685,-0.249682328541089,-0.36798
1.159,-0.19956663873206,-0.36804
1.1495,-0.187512451180757,-0.36804
1.14,-0.177241891918059,-0.36814
1.1305,-0.162886675106756,-0.36816
1.121,-0.151499560680534,-0.36816
1.1115,-0.141338591842858,-0.36819
1.102,-0.132929756092966,-0.36813
1.0925,-0.125183198241719,-0.3681
1.083,-0.105163354971866,-0.3682
1.0735,-0.0999072893739966,-0.36822
1.064,-0.107160940508431,-0.36812
1.0545,-0.0963687512630569,-0.36815
1.045,-0.0856840183539935,-0.36807
1.0355,-0.0669501415647636,-0.36802
1.026,-0.06307202868865,-0.36798
1.0165,-0.0542298142489916,-0.36799
1.007,-0.053042453330226,-0.36803
0.9975,-0.0509409721799406,-0.36804
0.988,-0.0455027841772315,-0.36812
0.9785,-0.0344072025200517,-0.36816
0.969,-0.0319892667684886,-0.3682
0.9595,-0.0267018565001393,-0.36822
0.95,-0.0211569284623274,-0.36816
0.9405,-0.0130129845336333,-0.36811
0.931,-0.00504194031980311,-0.36804
0.9215,-0.00637852683486268,-0.36799
0.912,-0.000715538901611157,-0.36802
0.9025,0.00186810467113733,-0.36805
0.893,-0.000896573199847079,-0.36814
0.8835,0.00700514153186238,-0.3682
0.874,0.00638773461473045,-0.36819
0.8645,0.00743748393268241,-0.3682
0.855,0.0113733999356679,-0.36805
0.8455,0.00859205145788006,-0.36805
0.836,0.013617939088297,-0.368
0.8265,0.01658262968417,-0.36803
0.817,0.0168640267100026,-0.36812
0.8075,0.0215188869668785,-0.36817
0.798,0.0217983456842466,-0.3682
0.7885,0.0241916772385978,-0.36821
0.779,0.0268236286273745,-0.36824
0.7695,0.0227075398786405,-0.36816
0.76,0.0241627722094407,-0.36815
0.7505,0.024158025112694,-0.36808
0.741,0.0251627317366284,-0.36806
0.7315,0.028235435175024,-0.36798
0.722,0.0244626911394249,-0.36799
0.7125,0.0283950129788885,-0.36804
0.703,0.0302848400133829,-0.36815
0.6935,0.0257024910761164,-0.36815
0.684,0.0281712378728418,-0.36816
0.6745,0.030613238695856,-0.36822
0.665,0.025376316303486,-0.36822
0.6555,0.0308948173816795,-0.36822
0.646,0.0325464440514042,-0.36816
0.6365,0.0319048123739563,-0.36809
0.627,0.0396629094526985,-0.36809
0.6175,0.0349699847171001,-0.368
0.608,0.0357320674052094,-0.36801
0.5985,0.0336660306446268,-0.36807
0.589,0.029966411357437,-0.36814
0.5795,0.0417548839502235,-0.3682
0.57,0.0387370336813358,-0.3682
0.5605,0.0377658075623518,-0.3682
0.551,0.0401668175403331,-0.36824
0.5415,0.0312628165881008,-0.36807
0.532,0.041325301510831,-0.36811
0.5225,0.0309004778491743,-0.36816
0.513,0.0301225385918459,-0.36822
0.5035,0.0332752376806239,-0.36823
0.494,0.0381728843940793,-0.36819
0.4845,0.0357429992044486,-0.36813
0.475,0.0323113859664133,-0.36812
0.4655,0.0380575343513681,-0.36802
0.456,0.0444925537862281,-0.36799
0.4465,0.0359079384092923,-0.36806
0.437,0.0432380498143604,-0.3681
0.4275,0.0382236577085019,-0.36816
0.418,0.0434166132038079,-0.36821
0.4085,0.0381339220116599,-0.36819
0.399,0.0323132173483907,-0.3682
0.3895,0.030116763692299,-0.36809
0.38,0.0406382897811921,-0.36805
0.3705,0.037974401364134,-0.368
0.361,0.0348632879465796,-0.36794
0.3515,0.0368320811428239,-0.36796
0.342,0.032734907642916,-0.36799
0.3325,0.0396552597252493,-0.36794
0.323,0.0371504590092224,-0.36795
0.3135,0.0382339525434531,-0.36787
0.304,0.0372772661607829,-0.36788
0.2945,0.0358190150568112,-0.36767
0.285,0.0346924220530643,-0.36751
0.2755,0.0383897066746108,-0.36727
0.266,0.0344479670410313,-0.36688
0.2565,0.0423352570890099,-0.36685
0.247,0.0290797688566749,-0.36696
0.2375,0.0337716700172723,-0.367
0.228,0.0344769826587669,-0.36688
0.2185,0.0332138089126296,-0.36664
0.209,0.0392581303382897,-0.36609
0.1995,0.0387930011977045,-0.36528
0.19,0.0424419710858889,-0.36409
0.1805,0.0417716070166512,-0.36236
0.171,0.036489369318589,-0.3613
0.1615,0.0434629254847209,-0.35988
0.152,0.0446305483557986,-0.35785
0.1425,0.0359996696814757,-0.35725
0.133,0.0376032533761558,-0.35739
0.1235,0.0391185784610394,-0.35677
0.114,0.0384103201158539,-0.35711
0.1045,0.0442541341971653,-0.3564
0.095,0.0365149134922858,-0.35708
0.0855,0.0452698870814377,-0.35747
0.076,0.047811674626262,-0.35775
0.0665,0.0420024681396005,-0.35804
0.057,0.0380518701533712,-0.35686
0.0475,0.0329228112206051,-0.35443
0.038,0.0393934741494019,-0.34495
0.0285,0.043367152463771,-0.18682
0.019,0.0523051300880809,0.337
0.0095,0.0588053653078875,0.03016
0,0.0437683236263299,-0.33143
-0.0095,0.0359177072219962,-0.36225
-0.019,0.0432730536931652,-0.36556
-0.0285,0.0336931282668692,-0.36662
-0.038,0.0388494406082251,-0.36708
-0.0475,0.0453694921947831,-0.36745
-0.057,0.041354232970935,-0.36765
-0.0665,0.0416332599811409,-0.36767
-0.076,0.0350523338458574,-0.36777
-0.0855,0.0415279226388973,-0.36787
-0.095,0.0396238897604009,-0.36797
-0.1045,0.0419995966925064,-0.36804
-0.114,0.0410332482039019,-0.36813
-0.1235,0.0420077776001051,-0.36818
-0.133,0.0406471573040948,-0.36814
-0.1425,0.0441231633887883,-0.36815
-0.152,0.0354774740674189,-0.36808
-0.1615,0.0462367702274915,-0.36804
-0.171,0.0362204662942817,-0.36802
-0.1805,0.0328285187022973,-0.36803
-0.19,0.0305412926947288,-0.36805
-0.1995,0.0285356941912331,-0.36812
-0.209,0.0261693776742609,-0.36816
-0.2185,0.0374060571851946,-0.36826
-0.228,0.0300653580916156,-0.36826
-0.2375,0.0269595078376391,-0.36829
-0.247,0.0344032342769518,-0.36829
-0.2565,0.0304546990795437,-0.36824
-0.266,0.0390009232912709,-0.36825
-0.2755,0.0413055478951117,-0.36818
-0.285,0.0397810682705422,-0.36814
-0.2945,0.0366464809252068,-0.36809
-0.304,0.0414289842279618,-0.3681
-0.3135,0.0383831871235488,-0.3682
-0.323,0.0440918654582605,-0.36824
-0.3325,0.0425052194523239,-0.3683
-0.342,0.0390024165076563,-0.36834
-0.3515,0.0392532864522962,-0.36828
-0.361,0.0342413349709966,-0.36826
-0.3705,0.0362771855077435,-0.3681
-0.38,0.0348571738412399,-0.36813
-0.3895,0.0348489111485513,-0.36822
-0.399,0.038697554789101,-0.36826
-0.4085,0.0339616972218152,-0.36832
-0.418,0.0448866690830346,-0.36836
-0.4275,0.0478420905832398,-0.3683
-0.437,0.0326814317807677,-0.36827
-0.4465,0.0411700026528901,-0.36813
-0.456,0.0350215836545652,-0.36815
-0.4655,0.0432110534623676,-0.36825
-0.475,0.0459695561146631,-0.36827
-0.4845,0.0318878220112541,-0.36835
-0.494,0.0432485902189953,-0.36837
-0.5035,0.0334112118328242,-0.36832
-0.513,0.0371307203068576,-0.36829
-0.5225,0.0400549722147296,-0.36823
-0.532,0.0334149485865068,-0.36819
-0.5415,0.0395502448524795,-0.36814
-0.551,0.0453283424672848,-0.36816
-0.5605,0.0405508531663164,-0.36826
-0.57,0.0369162367343076,-0.36828
-0.5795,0.0310014079131068,-0.36837
-0.589,0.0307111844389788,-0.36837
-0.5985,0.0338899132541524,-0.36838
-0.608,0.0329543941472524,-0.36831
-0.6175,0.040335120869695,-0.36831
-0.627,0.0434178955242466,-0.36824
-0.6365,0.0310548717104759,-0.36823
-0.646,0.0322242845781422,-0.36815
-0.6555,0.0359965210893994,-0.36815
-0.665,0.0282536593851998,-0.36825
-0.6745,0.0298703262096514,-0.36825
-0.684,0.0295081278470751,-0.36833
-0.6935,0.0297671958711925,-0.36835
-0.703,0.0332174650420073,-0.36837
-0.7125,0.0351343236984926,-0.36838
-0.722,0.032326277531437,-0.36833
-0.7315,0.0329970474318117,-0.36831
-0.741,0.0357242676823227,-0.36824
-0.7505,0.0415154091206629,-0.36826
-0.76,0.0355131412876437,-0.36815
-0.7695,0.0349750432054714,-0.36817
-0.779,0.035554027606872,-0.36827
-0.7885,0.0308805755458813,-0.36831
-0.798,0.0358053198176499,-0.36836
-0.8075,0.0379783007194748,-0.36838
-0.817,0.0329798794534838,-0.36836
-0.8265,0.0329978457428074,-0.36837
-0.836,0.0359289892455294,-0.36825
-0.8455,0.036809319258246,-0.36823
-0.855,0.0353482113130121,-0.36818
-0.8645,0.0372433312689668,-0.36819
-0.874,0.0318595533753385,-0.36826
-0.8835,0.0377383617557224,-0.36831
-0.893,0.0269556086592824,-0.36833
-0.9025,0.0271003195814876,-0.36843
-0.912,0.0234370316511582,-0.36824
-0.9215,0.0275197078970571,-0.36822
-0.931,0.0327037441356364,-0.3683
-0.9405,0.0341723471057546,-0.36839
-0.95,0.0360209135106403,-0.36838
-0.9595,0.0304450343693009,-0.36837
-0.969,0.0233083413027781,-0.36834
-0.9785,0.0347822806789515,-0.36832
-0.988,0.0347006951100308,-0.36822
-0.9975,0.0354487316039607,-0.36818
-1.007,0.0272645209965315,-0.36822
-1.0165,0.0261550777077929,-0.36826
-1.026,0.033989130958901,-0.36833
-1.0355,0.031068586258974,-0.3684
-1.045,0.0289980824029865,-0.36841
-1.0545,0.0328105504969918,-0.36842
-1.064,0.0336053854120545,-0.36833
-1.0735,0.0362295183237893,-0.36831
-1.083,0.0381182602032255,-0.36829
-1.0925,0.0307893375440279,-0.36822
-1.102,0.0296668728492653,-0.3682
-1.1115,0.0273132902535619,-0.36823
-1.121,0.0223258884819075,-0.36821
-1.1305,0.0289613695613806,-0.36834
-1.14,0.0216384054351705,-0.3684
-1.1495,0.0213886721440768,-0.36839
-1.159,0.0239823787382857,-0.3684
-1.1685,0.022823889897483,-0.36837
-1.178,0.0221645469019968,-0.36835
-1.1875,0.0295242190766459,-0.3683
-1.197,0.0170213855727721,-0.36828
-1.2065,0.0193632012229153,-0.36822
-1.216,0.0262033828743451,-0.36817
-1.2255,0.0283671684191993,-0.36825
-1.235,0.0292970622420975,-0.3683
-1.2445,0.0264266641743611,-0.36836
-1.254,0.0278616567308654,-0.36839
-1.2635,0.0271607663079388,-0.36842
-1.273,0.0226458186464569,-0.36839
-1.2825,0.0304876658486002,-0.36831
-1.292,0.0249503340416936,-0.3684
-1.3015,0.0209698643911992,-0.36838
-1.311,0.0222669205665509,-0.36841
-1.3205,0.0144428306306985,-0.36839
-1.33,0.0194645120674195,-0.36833
-1.3395,0.0223531285974768,-0.36831
-1.349,0.0262712010801409,-0.36827
-1.3585,0.0311491933961799,-0.36821
-1.368,0.0263395395672866,-0.36816
-1.3775,0.0245169025345353,-0.36824
-1.387,0.0222205732996987,-0.36826
-1.3965,0.0169449123656405,-0.36831
-1.406,0.020528002292041,-0.36835
-1.4155,0.0184783456895129,-0.36837
-1.425,0.00741798116325238,-0.36831
-1.4345,0.00812068332334309,-0.36824
-1.444,0.00298909305476621,-0.36818
-1.4535,0.000691636426923743,-0.36811
-1.463,-0.00292555883839878,-0.368
-1.4725,-0.0080465590157813,-0.36804
-1.482,-0.0120707660525475,-0.36814
-1.4915,-0.0127744439880621,-0.36805
-1.501,-0.0165012040131834,-0.36785
-1.5105,-0.0200646263367982,-0.36774
-1.52,-0.0201841377117351,-0.36735
-1.5295,-0.0251262703110708,-0.36703
-1.539,-0.0313450944631963,-0.3671
-1.5485,-0.040442273003965,-0.36717
-1.558,-0.0437379606244512,-0.36702
-1.5675,-0.0422504450659833,-0.36691
-1.577,-0.0514418028190836,-0.36631
-1.5865,-0.058711957659509,-0.36553
-1.596,-0.067237016895172,-0.36473
-1.6055,-0.0706428569143074,-0.36277
-1.615,-0.0841840540219906,-0.36174
-1.6245,-0.0932177479011549,-0.36042
-1.634,-0.11198789014927,-0.35797
-1.6435,-0.101869781775729,-0.35725
-1.653,-0.119490547785652,-0.35757
-1.6625,-0.129942316627844,-0.35666
-1.672,-0.146105402950046,-0.35732
-1.6815,-0.127216771163139,-0.35681
-1.691,-0.149619253044771,-0.35739
-1.7005,-0.1738494177145,-0.35814
-1.71,-0.173371096278321,-0.35883
-1.7195,-0.181867139074412,-0.35809
-1.729,-0.224734569074886,-0.357
-1.7385,-0.241772661207453,-0.3539
-1.748,-0.258426895272634,-0.33773
-1.7575,-0.277187697051926,0.03356
-1.767,-0.241385260996311,0.34876
-1.7765,-0.297356814780847,-0.11421
-1.786,-0.331230876252154,-0.35327
-1.7955,-0.334184135420736,-0.36442
-1.805,-0.41190225487782,-0.36637
-1.8145,-0.449840861239591,-0.367
-1.824,-0.415562124630829,-0.36741
-1.8335,-0.497468428405697,-0.36768
-1.843,-0.446802977288005,-0.36788
-1.8525,-0.575580335396568,-0.36804
-1.862,-0.508666260169982,-0.36816
-1.8715,-0.608737154684626,-0.36824
-1.881,-0.613567837669052,-0.36827
-1.8905,-0.725443634453698,-0.36825
-1.9,-0.717237208258065,-0.36825
-1.9095,-0.765392172150142,-0.3682
-1.919,-0.888500083901052,-0.36817
-1.9285,-0.826658873275244,-0.3682
-1.938,-0.899139587292209,-0.36829
-1.9475,-1.07463699767897,-0.36836
-1.957,-0.89257425683117,-0.3684
-1.9665,-1.19710171434942,-0.36843
-1.976,-1.03481310509722,-0.36847
-1.9855,-1.24480515528227,-0.36844
-1.995,-1.28474086166755,-0.36843
-2.0045,-1.38714670237149,-0.3684
-2.014,-1.35114767711811,-0.36831
-2.0235,-1.51445075288171,-0.36834
-2.033,-1.67338109251898,-0.36829
-2.0425,-1.42076093377856,-0.36828
-2.052,-1.52931624665588,-0.36846
-2.0615,-2.020123274958,-0.36846
-2.071,-1.95602901791878,-0.36841
-2.0805,-1.83127704062754,-0.36838
-2.09,-2.01161856264026,-0.36829
-2.0995,-1.94291091720799,-0.36829
-2.109,-2.12483306673393,-0.36832
-2.1185,-2.21148425001704,-0.36834
-2.128,-2.35742603652071,-0.36841
-2.1375,-2.34109873590946,-0.36844
-2.147,-2.57354449873902,-0.36853
-2.1565,-2.51433572353791,-0.36851
-2.166,-3.1972384757025,-0.36853
-2.1755,-2.69787661509788,-0.36854
-2.185,-3.49414618606079,-0.36848
-2.1945,-3.17582210145181,-0.36842
-2.204,-2.9823253419334,-0.36835
-2.2135,-3.36404365382774,-0.36832
-2.223,-3.86049152736955,-0.36834
-2.2325,-4.05690216780942,-0.36843
-2.242,-3.94571671596823,-0.36849
-2.2515,-4.22827630252295,-0.36853
-2.261,-4.60620942141276,-0.36854
-2.2705,-3.8163468694559,-0.36854
-2.28,-4.241568707206,-0.36843
-2.2895,-4.06429098185856,-0.36838
-2.299,-4.37234392016635,-0.36834
-2.3085,-5.17729528977201,-0.36837
-2.318,-5.33102366275912,-0.36846
-2.3275,-5.69185078054983,-0.36849
-2.337,-5.44527244528212,-0.36858
-2.3465,-4.85886418417189,-0.3686
-2.356,-6.25100801885097,-0.36846
-2.3655,-6.22502554094129,-0.36839
-2.375,-5.58892142325918,-0.36836
-2.3845,-6.13787099073603,-0.36839
-2.394,-6.99480637641524,-0.36848
-2.4035,-6.71122424922817,-0.36851
-2.413,-7.07225373801502,-0.3686
-2.4225,-6.52377075775025,-0.3686
-2.432,-6.73245797666453,-0.36864
-2.4415,-7.0369591300925,-0.36855
-2.451,-6.6413188278159,-0.36856
-2.4605,-7.67633185599989,-0.36848
-2.47,-7.34156328257328,-0.36847
-2.4795,-7.75824598026622,-0.36841
-2.489,-7.22210551617744,-0.36837
-2.4985,-7.0015125291153,-0.36842
-2.508,-7.80884822808974,-0.36845
-2.5175,-7.69945214464826,-0.36853
-2.527,-8.71519071512443,-0.36855
-2.5365,-8.83463153934003,-0.36864
-2.546,-8.71375055621874,-0.36863
-2.5555,-7.65681502240166,-0.36861
-2.565,-7.51040597910867,-0.36858
-2.5745,-8.82325994518781,-0.36855
-2.584,-8.34218945434048,-0.36848
-2.5935,-9.92352690925567,-0.36841
-2.603,-10.1334566773959,-0.36845
-2.6125,-8.59316922425042,-0.36853
-2.622,-9.9051385492955,-0.36854
-2.6315,-10.2358694066129,-0.36863
-2.641,-9.60249720065286,-0.36865
-2.6505,-10.3859667986654,-0.36862
-2.66,-10.6247295649207,-0.36858
-2.6695,-9.7179420284995,-0.3685
-2.679,-10.2414202304866,-0.36848
-2.6885,-9.93367772114912,-0.36843
-2.698,-8.58668627286089,-0.36844
-2.7075,-9.72325869751323,-0.36854
-2.717,-10.3007089028184,-0.36859
-2.7265,-10.0283432007649,-0.36859
-2.736,-9.69312503331255,-0.36869
-2.7455,-11.2190617845819,-0.36865
-2.755,-10.9757671202855,-0.36861
-2.7645,-11.0694029346069,-0.36863
-2.774,-9.83783323542867,-0.36857
-2.7835,-10.4546955385773,-0.36852
-2.793,-11.2281381403972,-0.36844
-2.8025,-11.4052626000443,-0.36841
-2.812,-10.7142248303543,-0.36848
-2.8215,-9.48690658237406,-0.36865
-2.831,-10.6884479359928,-0.36864
-2.8405,-9.13466230587064,-0.36865
-2.85,-10.0293493022306,-0.36858
-2.8595,-10.7267902449266,-0.36856
-2.869,-11.4336912478948,-0.36846
-2.8785,-11.0890081954611,-0.36849
-2.888,-10.2057129446316,-0.36844
-2.8975,-10.907943387054,-0.36848
-2.907,-9.97974077212478,-0.36854
-2.9165,-11.4234404020274,-0.36862
-2.926,-11.4217356923172,-0.36864
-2.9355,-11.0566556967291,-0.36866
-2.945,-9.76146225795748,-0.36863
-2.9545,-9.89117184841508,-0.36857
-2.964,-9.30603782896674,-0.36851
-2.9735,-10.6445280125834,-0.36846
-2.983,-10.832388752469,-0.36845
-2.9925,-10.8410368336503,-0.36845
-3.002,-9.86491371059411,-0.36855
-3.0115,-9.90073664004866,-0.36863
-3.021,-8.69830303052589,-0.36866
-3.0305,-10.491572673714,-0.36862
-3.04,-9.29947752520922,-0.36859
-3.0495,-8.61964822373884,-0.36857
-3.059,-10.2163711603585,-0.36846
-3.0685,-9.78491262360136,-0.36842
-3.078,-9.96914448862318,-0.36846
-3.0875,-8.47218922580381,-0.36851
-3.097,-9.27371041147396,-0.3685
-3.1065,-9.14593145076303,-0.36861
-3.116,-7.81270624126973,-0.36861
-3.1255,-8.34384917933103,-0.36862
-3.135,-7.95176801099779,-0.36864
-3.1445,-8.80009372931491,-0.3686
-3.154,-7.74636918641363,-0.36856
-3.1635,-8.92822946809388,-0.36848
-3.173,-8.64871959159011,-0.36849
-3.1825,-7.62243993687374,-0.36838
-3.192,-7.72212873265327,-0.36835
-3.2015,-7.95089289189429,-0.36853
-3.211,-8.09027292066218,-0.36837
-3.2205,-7.51826445893765,-0.36821
-3.23,-7.33153633902946,-0.36814
-3.2395,-6.73853872543492,-0.36822
-3.249,-6.84640614479173,-0.36795
-3.2585,-7.16851756475752,-0.36794
-3.268,-7.31551959685463,-0.36774
-3.2775,-6.87999928193304,-0.36756
-3.287,-5.56427746662465,-0.36744
-3.2965,-6.49536237768708,-0.3676
-3.306,-5.97905629502088,-0.3675
-3.3155,-5.83210022054117,-0.36728
-3.325,-5.20540783182085,-0.3668
-3.3345,-6.10402809893783,-0.36581
-3.344,-5.24145287246979,-0.36508
-3.3535,-4.99382111857195,-0.36358
-3.363,-4.99181022164671,-0.36228
-3.3725,-4.89689280753762,-0.36125
-3.382,-4.98938740886055,-0.35942
-3.3915,-4.8642094784001,-0.35828
-3.401,-4.5208329128275,-0.35837
-3.4105,-4.38711605824291,-0.35717
-3.42,-4.3823113380536,-0.35764
-3.4295,-4.39865832794836,-0.35679
-3.439,-4.5668761229793,-0.35785
-3.4485,-4.18161888039439,-0.35841
-3.458,-3.7349325778187,-0.35869
-3.4675,-4.02677409536718,-0.3588
-3.477,-3.241579481848,-0.35747
-3.4865,-3.0621172333846,-0.35498
-3.496,-2.97544801115671,-0.34239
-3.5055,-2.92594487243728,-0.0139
-3.515,-2.93107173862564,0.32506
-3.5245,-2.82100657408355,-0.13608
-3.534,-2.50755653819095,-0.3545
-3.5435,-2.79550596158087,-0.36506
-3.553,-2.38582394369276,-0.36681
-3.5625,-2.32386350022126,-0.36747
-3.572,-2.54431254155564,-0.36779
-3.5815,-2.55913714865037,-0.36811
-3.591,-2.53116237273218,-0.36825
-3.6005,-2.20540806510262,-0.3683
-3.61,-2.34906828235412,-0.36831
-3.6195,-2.02394629335958,-0.36828
-3.629,-1.92479231964101,-0.36833
-3.6385,-1.75357212200848,-0.36833
-3.648,-1.73542059930933,-0.36838
-3.6575,-1.69171770913755,-0.36851
-3.667,-1.44452202922344,-0.36854
-3.6765,-1.71993088397861,-0.36861
-3.686,-1.32398383241706,-0.36863
-3.6955,-1.40981491818338,-0.36865
-3.705,-1.50182978447955,-0.36859
-3.7145,-1.29282462849202,-0.36857
-3.724,-1.32255175201014,-0.36849
-3.7335,-1.33371787012678,-0.36848
-3.743,-1.30409980117269,-0.36853
-3.7525,-1.27246346741428,-0.36861
-3.762,-1.01505170216607,-0.36868
-3.7715,-1.00549570538641,-0.36869
-3.781,-1.15147426960675,-0.36867
-3.7905,-1.034479995395,-0.36861
-3.8,-0.987435183621977,-0.3686
-3.8095,-0.984246967647365,-0.36852
-3.819,-1.0089576473949,-0.36852
-3.8285,-0.91974515543752,-0.36859
-3.838,-0.824867353226294,-0.36866
-3.8475,-0.877337598579153,-0.36872
-3.857,-0.861964345495189,-0.36872
